Google_Bias,Amazon_Bias,IBM_Bias
0.09999999403953552,0.00297791838465844,0.579128
0.0,0.0,0.01837299999999986
0.09999999403953552,0.042900772765278816,0.0
0.0,0.010852960801002842,0.0026649999999999174
0.0,0.004940475809689926,0.00619600000000009
0.20000001788139343,0.0,0.06942499999999996
0.0,0.23008609347016318,0.037595000000000156
0.10000000149011612,0.0,0.052593
0.09999996423721313,0.0,0.10116400000000003
0.0,0.0,0.0
0.0,0.0,0.01055600000000001
0.09999999403953552,0.17236685216494152,0.0
0.09999999403953552,0.0,0.004275000000000029
0.10000000149011612,0.0631330268970487,0.0
0.09999999403953552,0.11919024017981877,0.06491799999999992
0.10000000149011612,0.0,0.13683199999999995
0.09999999403953552,0.0,0.003173999999999899
0.0,0.0,0.04784099999999991
0.0,0.00011601106371017522,0.012295999999999863
0.09999999403953552,0.0,0.09088399999999985
0.0,0.0,0.04566300000000012
0.0,0.00030762216010760124,0.005734000000000017
0.0,0.0,0.026428000000000007
0.0,0.0,0.009240999999999944
0.10000002384185802,0.01620220470795175,0.553221
0.10000000149011612,0.0,0.022386000000000017
0.0,0.0,0.0
0.09999996423721313,0.0,0.07136100000000012
0.0,0.0,0.01395499999999994
0.0,0.0,0.026316000000000006
0.10000002384185791,0.04223272614763107,0.0
0.09999999403953552,0.0,0.09088399999999985
0.0,0.0,0.023581999999999992
0.10000002384185802,0.022203795801033266,0.007753999999999928
0.09999996423721313,0.0736685943265911,0.0
0.0,0.0,0.0
0.0,0.0,0.0012609999999999566
0.0,0.004348256969819886,0.0
0.10000002384185802,0.08196062970091594,0.645406
0.0,0.006137283039947761,0.09425000000000006
0.09999996423721313,0.0,0.621065
0.10000002384185802,0.08642417067858332,0.0
0.0,0.0,0.04268000000000005
0.09999999403953552,0.0,0.0
0.0,0.008931056901928969,0.06674400000000003
0.09999996423721313,0.0,0.0004689999999999417
0.3999999985098839,0.054160795552888885,0.009333999999999953
0.10000002384185802,0.0246737091219984,0.0008189999999999031
0.0,0.1061385765497107,0.004172999999999871
0.10000000149011612,0.0,0.013474000000000097
0.0,0.018715398870426725,0.0
0.0,0.0,0.023700000000000054
0.10000002384185802,0.022203795801033266,0.007753999999999928
0.0,0.0,0.0015540000000000553
0.0,0.0,0.0
0.0,0.0,0.031652000000000124
0.10000002384185802,0.0,0.010695999999999928
0.0,0.0,0.030618000000000034
0.10000002384185802,0.0,0.22081899999999993
0.0,0.014454499701969326,0.0038409999999999833
0.0,0.0,0.335009
0.10000002384185802,0.0,0.638828
0.09999999403953552,0.0,0.03731499999999999
0.0,0.0016943985210673383,0.0
0.10000002384185791,0.036495269276201725,0.0
0.0,0.0,0.04468699999999992
0.0,0.0,0.005145999999999984
0.09999999403953552,0.0,0.0
0.0,0.0,0.021885000000000043
0.0,0.0,0.038549000000000166
0.0,0.0,0.006505999999999901
0.10000002384185802,0.09664398211316438,0.08807300000000007
0.0,0.0,0.016635000000000066
0.0,0.0,0.06371400000000005
0.0,0.0,0.025777999999999968
0.0,0.0,0.0
0.0,0.002482155484727855,0.0
0.10000002384185791,0.0,0.03708800000000001
0.20000000298023224,0.0,0.033804999999999974
0.0,0.0,0.008565000000000045
0.0,0.002300407562586204,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.07740099999999994
0.0,0.0,0.0
0.0,0.0,0.010816000000000048
0.0,0.0574625769118029,0.0
0.10000002384185802,0.024602396646514535,0.08832399999999996
0.19999998807907104,0.004715853393463476,0.0
0.0,0.0,0.0
0.0,0.0,0.706913
0.10000002384185802,0.0,0.6038720000000001
0.09999999403953552,0.0,0.657759
0.0,0.025891428331306088,0.0
0.0,0.0,0.0
0.10000002384185802,0.04933830426307395,0.02368799999999993
0.10000002384185802,0.0,0.0
0.0,0.0,0.0
0.20000000298023224,0.0,0.0
0.0,0.0,0.10217900000000002
0.0,0.0,0.005544000000000104
0.10000002384185802,0.0,0.0
0.20000000298023224,0.013810597961310123,0.0
0.0,0.0,0.8548929999999999
0.30000000447034836,0.006814125823439099,0.06479599999999985
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.20000001043081284,0.030079323649260914,0.014548999999999923
0.10000002384185791,0.0,0.0
